time,run,tau,listed_by_hycom_org
2009-02-16 12:00:00,2009021612,0,True
2009-03-05 12:00:00,2009030512,0,True
2009-03-11 12:00:00,2009031112,0,True
2009-03-14 12:00:00,2009031412,0,True
2009-03-19 12:00:00,2009031912,0,True
2009-03-23 12:00:00,2009032312,0,True
2009-03-30 12:00:00,2009033012,0,True
2009-04-03 12:00:00,2009040312,0,True
2009-04-06 12:00:00,2009040612,0,True
2009-04-12 12:00:00,2009041212,0,True
2009-04-28 12:00:00,2009042812,0,True
2009-05-01 12:00:00,2009050112,0,True
2009-05-07 12:00:00,2009050712,0,True
2009-05-21 12:00:00,2009052112,0,True
2009-05-29 12:00:00,2009052912,0,True
2009-06-04 12:00:00,2009060412,0,True
2009-06-05 12:00:00,2009060512,0,True
2009-06-08 09:00:00,2009060712,21,True
2009-06-08 12:00:00,2009060812,0,True
2009-06-14 12:00:00,2009061412,0,True
2009-06-15 09:00:00,2009061412,21,True
2009-06-17 12:00:00,2009061712,0,True
2009-06-18 09:00:00,2009061712,21,True
2009-08-30 18:00:00,2009083012,6,True
2009-09-24 18:00:00,2009092412,6,True
2009-09-26 12:00:00,2009092612,0,True
2009-09-28 21:00:00,2009092812,9,True
2010-01-19 18:00:00,2010011912,6,True
2010-01-30 12:00:00,2010013012,0,True
2010-02-10 12:00:00,2010021012,0,True
2010-02-19 12:00:00,2010021912,0,True
2010-03-05 00:00:00,2010030412,12,True
2010-03-17 12:00:00,2010031712,0,True
2010-03-28 12:00:00,2010032812,0,True
2010-04-05 12:00:00,2010040512,0,True
2010-04-07 12:00:00,2010040712,0,True
2010-05-11 09:00:00,2010051012,21,True
2010-05-16 12:00:00,2010051612,0,True
2010-05-18 12:00:00,2010051812,0,True
2010-05-27 12:00:00,2010052712,0,True
2010-06-20 12:00:00,2010062012,0,True
2010-07-04 12:00:00,2010070412,0,True
2010-07-06 12:00:00,2010070612,0,True
2010-07-11 12:00:00,2010071112,0,True
2010-07-13 12:00:00,2010071312,0,True
2010-07-19 12:00:00,2010071912,0,True
2010-07-23 12:00:00,2010072312,0,True
2010-08-18 12:00:00,2010081812,0,True
2010-08-20 12:00:00,2010082012,0,True
2010-09-21 09:00:00,2010092012,21,True
2010-09-29 12:00:00,2010092912,0,True
2010-10-06 12:00:00,2010100612,0,True
2010-10-08 12:00:00,2010100812,0,True
2010-10-12 12:00:00,2010101212,0,True
2010-10-14 12:00:00,2010101412,0,True
2010-12-01 12:00:00,2010120112,0,True
2010-12-15 12:00:00,2010121512,0,True
2010-12-18 12:00:00,2010121812,0,True
2010-12-22 12:00:00,2010122212,0,True
2011-01-01 00:00:00,2010123112,12,True
2011-02-12 12:00:00,2011021212,0,True
2011-03-09 12:00:00,2011030912,0,True
2011-03-10 12:00:00,2011031012,0,True
2011-03-13 12:00:00,2011031312,0,True
2011-03-15 12:00:00,2011031512,0,True
2011-03-23 12:00:00,2011032312,0,True
2011-03-30 12:00:00,2011033012,0,True
2011-04-08 12:00:00,2011040812,0,True
2011-05-19 12:00:00,2011051912,0,True
2011-05-24 12:00:00,2011052412,0,True
2011-05-26 12:00:00,2011052612,0,True
2011-06-02 12:00:00,2011060212,0,True
2011-06-04 12:00:00,2011060412,0,True
2011-06-06 12:00:00,2011060612,0,True
2011-06-09 12:00:00,2011060912,0,True
2011-06-15 00:00:00,2011061412,12,True
2011-06-20 12:00:00,2011062012,0,True
2011-06-22 12:00:00,2011062212,0,True
2011-06-26 18:00:00,2011062612,6,True
2011-06-28 12:00:00,2011062812,0,True
2011-07-03 09:00:00,2011070212,21,True
2011-07-19 03:00:00,2011071812,15,True
2011-07-21 09:00:00,2011072012,21,True
2011-07-25 03:00:00,2011072412,15,True
2011-08-23 12:00:00,2011082312,0,True
2011-08-28 06:00:00,2011082712,18,True
2011-08-30 12:00:00,2011083012,0,True
2011-09-04 12:00:00,2011090412,0,True
2011-09-09 12:00:00,2011090912,0,True
2011-09-13 15:00:00,2011091312,3,True
2011-09-20 06:00:00,2011091912,18,True
2011-10-05 15:00:00,2011100512,3,True
2011-10-07 03:00:00,2011100612,15,True
2011-10-07 06:00:00,2011100612,18,True
2011-10-07 09:00:00,2011100612,21,True
2011-10-19 12:00:00,2011101912,0,True
2011-10-29 12:00:00,2011102912,0,True
2011-11-02 12:00:00,2011110212,0,True
2011-11-19 09:00:00,2011111812,21,True
2011-11-26 06:00:00,2011112512,18,True
2011-12-17 06:00:00,2011121612,18,True
2011-12-24 18:00:00,2011122412,6,True
2011-12-30 12:00:00,2011123012,0,True
2011-12-31 12:00:00,2011123112,0,True
2012-01-15 03:00:00,2012011412,15,True
2012-01-16 00:00:00,2012011512,12,True
2012-01-22 15:00:00,2012012212,3,True
2012-01-30 06:00:00,2012012912,18,True
2012-02-17 21:00:00,2012021712,9,True
2012-03-03 12:00:00,2012030312,0,True
2012-03-27 21:00:00,2012032712,9,True
2012-03-31 12:00:00,2012033112,0,True
2012-03-31 15:00:00,2012033112,3,True
2012-03-31 18:00:00,2012033112,6,True
2012-04-22 00:00:00,2012042112,12,True
2012-04-22 03:00:00,2012042112,15,True
2012-05-21 06:00:00,2012052012,18,True
2012-06-04 15:00:00,2012060412,3,True
2012-06-10 12:00:00,2012061012,0,True
2012-06-17 03:00:00,2012061612,15,True
2012-07-17 12:00:00,2012071712,0,True
2012-07-21 12:00:00,2012072112,0,True
2012-07-28 03:00:00,2012072712,15,True
2012-07-30 12:00:00,2012073012,0,True
2012-07-31 12:00:00,2012073112,0,True
2012-08-03 12:00:00,2012080312,0,True
2012-08-04 12:00:00,2012080412,0,True
2012-08-05 12:00:00,2012080512,0,True
2012-08-11 12:00:00,2012081112,0,True
2012-08-26 12:00:00,2012082612,0,True
2012-09-04 12:00:00,2012090412,0,True
2012-09-05 12:00:00,2012090512,0,True
2012-09-14 12:00:00,2012091412,0,True
2012-09-22 12:00:00,2012092212,0,True
2012-09-24 09:00:00,2012092312,21,True
2012-10-08 12:00:00,2012100812,0,True
2012-10-14 12:00:00,2012101412,0,True
2012-10-15 12:00:00,2012101512,0,True
2012-10-24 12:00:00,2012102412,0,True
2012-11-19 12:00:00,2012111912,0,True
2012-11-22 12:00:00,2012112212,0,True
2012-11-28 12:00:00,2012112812,0,True
2012-12-01 12:00:00,2012120112,0,True
2012-12-02 00:00:00,2012120112,12,True
2012-12-03 12:00:00,2012120312,0,True
2012-12-07 06:00:00,2012120612,18,True
2012-12-09 12:00:00,2012120912,0,True
2012-12-11 12:00:00,2012121112,0,True
2012-12-24 12:00:00,2012122412,0,True
2013-01-06 12:00:00,2013010612,0,True
2013-01-30 09:00:00,2013012912,21,True
2013-02-09 12:00:00,2013020912,0,True
2013-02-14 12:00:00,2013021412,0,True
2013-03-07 09:00:00,2013030612,21,True
2013-03-15 12:00:00,2013031512,0,True
2013-04-06 12:00:00,2013040612,0,True
2013-06-08 12:00:00,2013060812,0,True
2013-06-16 21:00:00,2013061612,9,True
2013-07-14 12:00:00,2013071412,0,True
2013-07-17 12:00:00,2013071712,0,True
2013-07-18 12:00:00,2013071812,0,True
2013-07-27 12:00:00,2013072712,0,True
2013-08-13 21:00:00,2013081312,9,True
2013-08-14 00:00:00,2013081312,12,True
2013-08-14 03:00:00,2013081312,15,True
2013-08-18 12:00:00,2013081812,0,True
2013-08-20 12:00:00,2013082012,0,True
2013-09-02 12:00:00,2013090212,0,True
2013-09-06 06:00:00,2013090512,18,True
2013-10-18 12:00:00,2013101812,0,True
2013-10-31 12:00:00,2013103112,0,True
2013-11-02 12:00:00,2013110212,0,True
2013-11-03 12:00:00,2013110312,0,True
2013-11-12 12:00:00,2013111212,0,True
2013-11-21 18:00:00,2013112112,6,True
2013-11-26 12:00:00,2013112612,0,True
2013-11-27 12:00:00,2013112712,0,True
2013-11-30 12:00:00,2013113012,0,True
2013-12-02 09:00:00,2013120112,21,True
2013-12-10 12:00:00,2013121012,0,True
2013-12-16 03:00:00,2013121512,15,True
2013-12-17 12:00:00,2013121712,0,True
2013-12-25 00:00:00,2013122412,12,True
2013-12-27 12:00:00,2013122712,0,True
2013-12-29 15:00:00,2013122912,3,True
2014-01-02 12:00:00,2014010212,0,True
2014-01-04 12:00:00,2014010412,0,True
2014-01-12 12:00:00,2014011212,0,True
2014-01-16 12:00:00,2014011612,0,True
2014-01-26 12:00:00,2014012612,0,True
2014-01-28 12:00:00,2014012812,0,True
2014-02-15 12:00:00,2014021512,0,True
2014-02-28 06:00:00,2014022712,18,True
2014-02-28 09:00:00,2014022712,21,True
2014-03-10 12:00:00,2014031012,0,True
2014-03-16 09:00:00,2014031512,21,True
2014-03-23 12:00:00,2014032312,0,True
2014-04-04 12:00:00,2014040412,0,True
2014-04-12 12:00:00,2014041212,0,True
2014-05-01 12:00:00,2014050112,0,True
2014-05-11 12:00:00,2014051112,0,True
2014-05-12 12:00:00,2014051212,0,True
2014-05-12 21:00:00,2014051212,9,True
2014-05-13 12:00:00,2014051312,0,True
2014-05-21 12:00:00,2014052112,0,True
2014-05-22 12:00:00,2014052212,0,True
2014-05-26 03:00:00,2014052512,15,True
2014-05-26 12:00:00,2014052612,0,True
2014-06-16 00:00:00,2014061512,12,True
2014-06-23 03:00:00,2014062212,15,True
2014-06-24 12:00:00,2014062412,0,True
2014-06-26 12:00:00,2014062612,0,True
2014-06-27 12:00:00,2014062712,0,True
2014-06-28 12:00:00,2014062812,0,True
2014-06-28 15:00:00,2014062812,3,True
2014-06-28 18:00:00,2014062812,6,True
2014-06-28 21:00:00,2014062812,9,True
2014-06-29 00:00:00,2014062812,12,True
2014-06-29 03:00:00,2014062812,15,True
2014-06-29 06:00:00,2014062812,18,True
2014-06-29 09:00:00,2014062812,21,True
2014-06-30 12:00:00,2014063012,0,True
2014-07-05 12:00:00,2014070512,0,True
2014-08-06 12:00:00,2014080612,0,True
2014-08-07 18:00:00,2014080712,6,True
2014-08-18 00:00:00,2014081712,12,True
2014-08-20 00:00:00,2014081912,12,True
2014-08-20 12:00:00,2014082012,0,True
2014-08-23 00:00:00,2014082212,12,True
2014-08-29 12:00:00,2014082912,0,True
2014-09-04 00:00:00,2014090312,12,True
2014-09-12 06:00:00,2014091112,18,True
2014-09-13 12:00:00,2014091312,0,True
2014-09-15 21:00:00,2014091512,9,True
2014-09-19 06:00:00,2014091812,18,True
2014-09-25 09:00:00,2014092412,21,True
2014-10-08 12:00:00,2014100812,0,True
2014-10-28 21:00:00,2014102812,9,True
2014-11-23 12:00:00,2014112312,0,True
2014-11-26 12:00:00,2014112612,0,True
2014-12-04 12:00:00,2014120412,0,True
2014-12-06 12:00:00,2014120612,0,True
2014-12-08 12:00:00,2014120812,0,True
2014-12-11 12:00:00,2014121112,0,True
2014-12-31 12:00:00,2014123112,0,False
2014-12-31 15:00:00,2014123112,3,False
2014-12-31 18:00:00,2014123112,6,False
2014-12-31 21:00:00,2014123112,9,False
2015-01-01 00:00:00,2014123112,12,False
2015-01-01 03:00:00,2014123112,15,False
2015-01-01 06:00:00,2014123112,18,False
2015-01-01 09:00:00,2014123112,21,False
2015-01-03 03:00:00,2015010212,15,True
2015-01-03 12:00:00,2015010312,0,True
2015-01-05 06:00:00,2015010412,18,True
2015-01-05 09:00:00,2015010412,21,True
2015-01-09 12:00:00,2015010912,0,True
2015-01-12 12:00:00,2015011212,0,True
2015-01-13 12:00:00,2015011312,0,True
2015-01-31 03:00:00,2015013012,15,True
2015-01-31 12:00:00,2015013112,0,True
2015-02-04 12:00:00,2015020412,0,True
2015-02-12 09:00:00,2015021112,21,True
2015-02-15 12:00:00,2015021512,0,True
2015-02-18 06:00:00,2015021712,18,True
2015-02-23 21:00:00,2015022312,9,True
2015-03-01 12:00:00,2015030112,0,True
2015-03-05 12:00:00,2015030512,0,True
2015-03-08 12:00:00,2015030812,0,True
2015-03-10 12:00:00,2015031012,0,True
2015-03-24 12:00:00,2015032412,0,True
2015-03-28 12:00:00,2015032812,0,True
2015-04-11 12:00:00,2015041112,0,True
2015-04-13 12:00:00,2015041312,0,True
2015-04-15 03:00:00,2015041412,15,True
2015-05-08 09:00:00,2015050712,21,True
2015-05-11 12:00:00,2015051112,0,True
2015-05-17 12:00:00,2015051712,0,True
2015-05-24 12:00:00,2015052412,0,True
2015-06-09 12:00:00,2015060912,0,True
2015-06-13 00:00:00,2015061212,12,True
2015-06-20 12:00:00,2015062012,0,True
2015-07-15 12:00:00,2015071512,0,True
2015-07-23 12:00:00,2015072312,0,True
2015-08-07 12:00:00,2015080712,0,True
2015-08-10 12:00:00,2015081012,0,True
2015-08-12 12:00:00,2015081212,0,True
2015-08-30 12:00:00,2015083012,0,True
2015-09-01 18:00:00,2015090112,6,True
2015-09-02 21:00:00,2015090212,9,True
2015-09-18 12:00:00,2015091812,0,True
2015-09-30 12:00:00,2015093012,0,True
2015-10-01 12:00:00,2015100112,0,True
2015-10-08 12:00:00,2015100812,0,True
2015-10-14 12:00:00,2015101412,0,True
2015-10-15 12:00:00,2015101512,0,True
2015-10-22 12:00:00,2015102212,0,True
2015-10-31 12:00:00,2015103112,0,True
2015-11-08 12:00:00,2015110812,0,True
2015-11-10 12:00:00,2015111012,0,True
2015-11-16 12:00:00,2015111612,0,True
2015-12-03 12:00:00,2015120312,0,True
2015-12-07 12:00:00,2015120712,0,True
